datetime,temperature,precipitation_total,wind_speed,cloud_cover_total,sunshine_duration
2023-04-13 11:00:00,9.270246,0.0,14.241629,36.0,38.181816
2023-04-13 12:00:00,9.250245,0.0,12.9249525,61.0,23.030302
2023-04-13 13:00:00,9.280245,0.0,11.792404,59.0,24.242424
2023-04-13 14:00:00,9.590245,0.0,11.525623,49.0,30.303032
2023-04-13 15:00:00,9.570246,0.0,10.182337,43.0,33.939392
2023-04-13 16:00:00,9.610246,0.0,7.2359104,38.0,36.969692
2023-04-13 17:00:00,9.670245,0.4,5.506941,40.0,35.757576
2023-04-13 18:00:00,8.400246,0.2,5.0911684,46.0,32.121212
2023-04-13 19:00:00,7.3902454,0.0,4.6938252,46.0,9.734512
2023-04-13 20:00:00,6.000245,0.0,4.802999,53.0,0.0
2023-04-13 21:00:00,5.4502454,0.0,4.896529,52.0,0.0
2023-04-13 22:00:00,5.0902452,0.0,6.3690495,25.2,0.0
2023-04-13 23:00:00,4.4702454,0.0,6.8777895,5.0,0.0
2023-04-14 00:00:00,3.9602456,0.0,6.4096174,3.9,0.0
2023-04-14 01:00:00,3.5102453,0.0,6.638072,9.900001,0.0
2023-04-14 02:00:00,3.3702455,0.0,5.95906,2.0,0.0
2023-04-14 03:00:00,2.6302452,0.0,5.634891,12.0,0.0
2023-04-14 04:00:00,2.3202453,0.0,5.1919937,23.0,0.0
2023-04-14 05:00:00,2.1202455,0.0,5.0142193,16.0,15.076936
2023-04-14 06:00:00,3.6102452,0.0,4.1046314,20.0,47.878788
2023-04-14 07:00:00,5.8202453,0.0,4.0249224,19.0,48.484848
2023-04-14 08:00:00,7.980245,0.0,4.6938257,26.1,44.18182
2023-04-14 09:00:00,9.660245,0.0,4.5536795,29.0,42.424244
2023-04-14 10:00:00,10.730246,0.0,3.319036,36.0,38.181816
2023-04-14 11:00:00,11.630245,0.0,3.671294,35.0,38.78788
2023-04-14 12:00:00,12.750245,0.0,5.0528407,25.2,44.727276
2023-04-14 13:00:00,13.210245,0.0,5.8603754,12.3,52.545456
2023-04-14 14:00:00,13.760245,0.0,6.4799995,25.0,44.848488
2023-04-14 15:00:00,14.110246,0.0,6.130579,53.0,27.878788
2023-04-14 16:00:00,14.190246,0.0,4.510787,13.200001,52.0
2023-04-14 17:00:00,13.850245,0.0,4.73506,20.7,47.454544
2023-04-14 18:00:00,11.240245,0.0,6.9899354,42.0,34.545456
2023-04-14 19:00:00,10.640245,0.0,7.342588,53.0,9.114814
2023-04-14 20:00:00,8.710245,0.0,6.519877,75.0,0.0
2023-04-14 21:00:00,6.9702454,0.0,4.6938252,70.0,0.0
2023-04-14 22:00:00,5.730245,0.0,3.8268526,54.0,0.0
2023-04-14 23:00:00,5.0302453,0.0,2.8116899,60.0,0.0
2023-04-15 00:00:00,4.4502454,0.0,3.219938,71.0,0.0
2023-04-15 01:00:00,5.1202455,0.0,3.671294,86.0,0.0
2023-04-15 02:00:00,5.5602455,0.0,3.6179552,96.0,0.0
2023-04-15 03:00:00,6.130245,0.0,2.968636,98.0,0.0
2023-04-15 04:00:00,6.5602455,0.0,3.396233,99.0,0.0
2023-04-15 05:00:00,6.5702453,0.0,3.6,96.0,0.60403985
2023-04-15 06:00:00,6.9102454,0.0,4.8965297,96.0,1.8181801
2023-04-15 07:00:00,7.5802455,0.3,4.6938257,98.0,0.6060612
2023-04-15 08:00:00,8.330246,0.5,4.072935,99.0,0.0
2023-04-15 09:00:00,9.280245,0.3,4.1046314,96.0,1.8181801
2023-04-15 10:00:00,9.940246,0.2,4.1046314,95.0,2.4242413
2023-04-15 11:00:00,10.550245,0.2,4.1046314,94.0,3.0303025
2023-04-15 12:00:00,11.210245,0.2,2.0991426,86.0,7.878789
2023-04-15 13:00:00,11.590245,0.1,2.4149535,76.0,13.939394
2023-04-15 14:00:00,12.120245,0.0,3.0758414,74.0,15.151516
2023-04-15 15:00:00,12.480246,0.0,3.8939953,91.0,4.8484864
